"1","0195153448"
"2","0195153448"
"3","0002005018"
"4","0060973129"
"5","0374157065"
"6","0393045218"
"7","0393045218"
"8","0399135782"
"9","0425176428"
"10","0671870432"
"11","0671870432"
"12","0679425608"
"13","074322678X"
"14","0771074670"
"15","080652121X"
"16","0887841740"
"17","1552041778"
"18","1558746218"
"19","1558746218"
"20","1558746218"
"21","1567407781"
"22","1567407781"
"23","1575663937"
"24","1881320189"
"25","0440234743"
"26","0452264464"
"27","0609804618"
"28","0609804618"
"29","0609804618"
"30","1841721522"
"31","1841721522"
"32","1841721522"
"33","1879384493"
"34","0061076031"
"35","0439095026"
"36","0689821166"
"37","0689821166"
"38","0689821166"
"39","0971880107"
"40","0345402871"
"40","0345417623"
"41","0684823802"
"42","0375759778"
"43","0425163091"
"44","3404921038"
"45","3404921038"
"46","3404921038"
"47","3442353866"
"48","3442353866"
"49","3442410665"
"50","3442446937"
"51","3442446937"
"52","0375406328"
"53","0446310786"
"54","0449005615"
"55","0060168013"
"56","038078243X"
"57","055321215X"
"58","067176537X"
"59","0061099686"
"60","0553582909"
"61","0671888587"
"60","0553582747"
"62","0425182908"
"63","042518630X"
"64","0440223571"
"65","0812523873"
"66","0842342702"
"67","0842342702"
"25","0440225701"
"68","0060914068"
"69","0156047624"
"70","0245542957"
"71","0380715899"
"72","0553280333"
"73","0553280333"
"74","0553280333"
"75","0961769947"
"76","0964778319"
"77","0671623249"
"78","0679810307"
"78","0679865691"
"79","2070423204"
"80","0345260317"
"81","0394743741"
"82","042511774X"
"8","0804106304"
"83","1853262404"
"84","0312970242"
"85","0312970242"
"86","1853260053"
"87","1414035004"
"88","1414035004"
"89","0060938412"
"90","0140067477"
"54","0345465083"
"91","0451625889"
"92","1558531025"
"93","0441783589"
"94","0394895894"
"95","0375410538"
"96","0966986105"
"97","087113375X"
"98","0340767936"
"99","0743403843"
"100","0060930365"
"101","0060177586"
"102","0071416331"
"103","0071416331"
"104","0375509038"
"105","0553062042"
"106","0316769487"
"107","0679429220"
"61","0671867156"
"108","0312252617"
"109","0312261594"
"110","0316748641"
"111","0316973742"
"112","0385235941"
"113","0446677450"
"114","0446677450"
"115","0451166892"
"116","0553347594"
"117","0671621009"
"118","067976397X"
"119","0684822733"
"120","0684822733"
"121","0786868716"
"122","0671864769"
"123","0671864769"
"124","0671521519"
"125","0440222303"
"126","0440222303"
"127","0312953453"
"128","0446608653"
"129","0446612545"
"130","0446612545"
"128","0446612618"
"131","0451208080"
"132","0553584383"
"133","0671027360"
"134","0812575954"
"135","0316735736"
"136","0743439740"
"137","0345372700"
"138","0380619458"
"137","0446325805"
"139","0451406923"
"140","0451406923"
"141","0451406923"
"142","0671042858"
"143","0743249992"
"144","0840734530"
"145","0425184226"
"146","0375500766"
"147","9724119378"
"148","0451205197"
"149","0060929790"
"150","0060976845"
"151","0061099325"
"61","0671004573"
"152","0446601640"
"153","0330484516"
"154","038572179X"
"155","0393020371"
"156","1900850303"
"157","1903019699"
"158","0345425294"
"159","0451410319"
"160","0553583468"
"161","0380778556"
"162","0451525221"
"163","0451525221"
"164","0002740230"
"165","0385336772"
"166","0440949424"
"167","0505524996"
"168","0140252800"
"169","0451452755"
"170","0812575482"
"152","044651747X"
"171","0060801263"
"172","0061030147"
"173","0061030147"
"174","0140250964"
"175","0446527165"
"176","0671461494"
"177","0385337639"
"178","039575514X"
"179","0451206673"
"180","0330332775"
"57","0486284735"
"181","0486284735"
"182","0671021745"
"182","0671047612"
"182","0671504282"
"183","0399138684"
"184","0785263292"
"185","0785263292"
"186","0830714014"
"187","0345354931"
"188","0553278223"
"189","3150000335"
"190","3150000335"
"188","3257203659"
"191","3257203659"
"192","3257207522"
"193","3257207522"
"188","3257208626"
"188","3257208634"
"194","3257208634"
"188","3257208669"
"195","3257208669"
"188","3257210450"
"196","3257210450"
"188","3257212054"
"188","3257212429"
"188","3257214154"
"197","3257214154"
"198","3257214154"
"188","3257216416"
"199","3257233051"
"200","3257233051"
"201","342311360X"
"202","3423116714"
"203","3423241489"
"204","3426605686"
"205","3426605686"
"206","3453212150"
"207","3462021095"
"208","3492045642"
"209","3492045642"
"210","3492045642"
"211","3498020862"
"212","3498020862"
"213","3499110695"
"214","3499110695"
"215","3499110695"
"216","3499110695"
"213","3499151502"
"214","3499151502"
"215","3499151502"
"217","3518111000"
"193","3518111000"
"218","3548254268"
"206","3570300099"
"219","3570300099"
"220","3596292646"
"221","0060977493"
"222","0312872682"
"129","0316602906"
"129","0316693006"
"50","0345311396"
"40","0345378490"
"50","0345404793"
"223","0345433173"
"224","0375400117"
"225","0375705856"
"226","0380717018"
"227","0380718332"
"228","0380754509"
"229","0380754509"
"230","038076654X"
"230","0380807866"
"231","0385316895"
"25","0385497466"
"25","0385508042"
"232","0385509456"
"25","0385511612"
"233","0385730586"
"234","0425164403"
"235","0440234964"
"129","0446605484"
"236","0446610399"
"237","0449006522"
"223","0449911004"
"142","0451162072"
"238","0451186648"
"239","0452282152"
"240","051513290X"
"241","0553580388"
"242","0590598848"
"243","0590629719"
"62","0671023616"
"133","0671027387"
"244","0684848783"
"133","0743486226"
"245","0786863986"
"246","0803251718"
"247","0804117934"
"248","140003180X"
"18","155874262X"
"19","155874262X"
"249","155874262X"
"250","0060987103"
"251","0151008116"
"252","0375704965"
"253","0525947647"
"254","0804111359"
"18","1558744150"
"19","1558744150"
"20","1558744150"
"255","0435272683"
"135","0316782505"
"256","006102063X"
"256","0060013117"
"256","0060199563"
"257","006052779X"
"258","006052779X"
"259","0060563079"
"260","0060809027"
"256","0061040967"
"261","0061040967"
"256","0061050474"
"256","0061052515"
"256","0061052523"
"262","0064472264"
"263","0140620664"
"264","0312148267"
"265","0312156960"
"266","0312890044"
"267","034543191X"
"268","034543191X"
"269","0373836023"
"270","0375751513"
"271","0375751513"
"272","0375801677"
